76021-1,2014,664,"Super Heroes","Guardians of the Galaxy",,0,0,"The Milano Spaceship Rescue",//rebrickable.com/sets/76021-1/the-milano-spaceship-rescue-guardians-of-the-galaxy-2014,//rebrickable.com/img/sets-t/76021-1.jpg,//rebrickable.com/img/sets-s/76021-1.jpg,//rebrickable.com/img/sets-b/76021-1.jpg
41055-1,2014,643,"Disney Princess",,,0,0,"Cinderella’s Romantic Castle",//rebrickable.com/sets/41055-1/cinderella%E2%80%99s-romantic-castle-disney-princess-2014,//rebrickable.com/img/sets-t/41055-1.jpg,//rebrickable.com/img/sets-s/41055-1.jpg,//rebrickable.com/img/sets-b/41055-1.jpg
21117-1,2014,633,Minecraft,,,0,0,"The Ender Dragon",//rebrickable.com/sets/21117-1/the-ender-dragon-minecraft-2014,//rebrickable.com/img/sets-t/21117-1.jpg,//rebrickable.com/img/sets-s/21117-1.jpg,//rebrickable.com/img/sets-b/21117-1.jpg
42028-1,2014,614,Technic,Model,Construction,0,0,Bulldozer,//rebrickable.com/sets/42028-1/bulldozer-construction-2014,//rebrickable.com/img/sets-t/42028-1.jpg,//rebrickable.com/img/sets-s/42028-1.jpg,//rebrickable.com/img/sets-b/42028-1.jpg
75052-1,2014,614,"Star Wars","Star Wars Episode 4/5/6",,0,0,"Mos Eisley Cantina",//rebrickable.com/sets/75052-1/mos-eisley-cantina-star-wars-episode-456-2014,//rebrickable.com/img/sets-t/75052-1.jpg,//rebrickable.com/img/sets-s/75052-1.jpg,//rebrickable.com/img/sets-b/75052-1.jpg
60051-1,2014,605,Town,City,Trains,0,0,"High-Speed Passenger Train",//rebrickable.com/sets/60051-1/high-speed-passenger-train-trains-2014,//rebrickable.com/img/sets-t/60051-1.jpg,//rebrickable.com/img/sets-s/60051-1.jpg,//rebrickable.com/img/sets-b/60051-1.jpg
21021-1,2014,602,Architecture,,,0,0,"Marina Bay Sands",//rebrickable.com/sets/21021-1/marina-bay-sands-architecture-2014,//rebrickable.com/img/sets-t/21021-1.jpg,//rebrickable.com/img/sets-s/21021-1.jpg,//rebrickable.com/img/sets-b/21021-1.jpg
10681-1,2014,599,Creator,"Basic Set",,0,0,"Creative Building Cube",//rebrickable.com/sets/10681-1/creative-building-cube-basic-set-2014,//rebrickable.com/img/sets-t/10681-1.jpg,//rebrickable.com/img/sets-s/10681-1.jpg,//rebrickable.com/img/sets-b/10681-1.jpg
70145-1,2014,598,"Legends of Chima",,,0,0,"Maula&#039;s Ice Mammoth Stomper",//rebrickable.com/sets/70145-1/maulas-ice-mammoth-stomper-legends-of-chima-2014,//rebrickable.com/img/sets-t/70145-1.jpg,//rebrickable.com/img/sets-s/70145-1.jpg,//rebrickable.com/img/sets-b/70145-1.jpg
70164-1,2014,586,Agents,"Ultra Agents",,0,0,"Hurricane Heist",//rebrickable.com/sets/70164-1/hurricane-heist-ultra-agents-2014,//rebrickable.com/img/sets-t/70164-1.jpg,//rebrickable.com/img/sets-s/70164-1.jpg,//rebrickable.com/img/sets-b/70164-1.jpg
31026-1-b1,2014,583,Creator,,,0,0,"Auto Repair Shop",//rebrickable.com/sets/31026-1-b1/auto-repair-shop-creator-2014,//rebrickable.com/img/sets-t/31026-1-b1.jpg,//rebrickable.com/img/sets-s/31026-1-b1.jpg,//rebrickable.com/img/sets-b/31026-1-b1.jpg
42028-1-b1,2014,582,Technic,,,0,0,"Trench Digger",//rebrickable.com/sets/42028-1-b1/trench-digger-technic-2014,//rebrickable.com/img/sets-t/42028-1-b1.jpg,//rebrickable.com/img/sets-s/42028-1-b1.jpg,//rebrickable.com/img/sets-b/42028-1-b1.jpg
31025-1,2014,550,Creator,,,0,0,"Mountain Hut",//rebrickable.com/sets/31025-1/mountain-hut-creator-2014,//rebrickable.com/img/sets-t/31025-1.jpg,//rebrickable.com/img/sets-s/31025-1.jpg,//rebrickable.com/img/sets-b/31025-1.jpg
4000014-1,2014,545,"LEGO Brand Store",,,0,0,"The LEGOLAND Train",//rebrickable.com/sets/4000014-1/the-legoland-train-lego-brand-store-2014,//rebrickable.com/img/sets-t/4000014-1.jpg,//rebrickable.com/img/sets-s/4000014-1.jpg,//rebrickable.com/img/sets-b/4000014-1.jpg
60046-1,2014,526,Town,City,Police,0,0,"Helicopter Surveillance",//rebrickable.com/sets/60046-1/helicopter-surveillance-police-2014,//rebrickable.com/img/sets-t/60046-1.jpg,//rebrickable.com/img/sets-s/60046-1.jpg,//rebrickable.com/img/sets-b/60046-1.jpg
21116-1,2014,517,Minecraft,,,0,0,"Crafting Box",//rebrickable.com/sets/21116-1/crafting-box-minecraft-2014,//rebrickable.com/img/sets-t/21116-1.jpg,//rebrickable.com/img/sets-s/21116-1.jpg,//rebrickable.com/img/sets-b/21116-1.jpg
70724-1,2014,514,Ninjago,,,0,0,NinjaCopter,//rebrickable.com/sets/70724-1/ninjacopter-ninjago-2014,//rebrickable.com/img/sets-t/70724-1.jpg,//rebrickable.com/img/sets-s/70724-1.jpg,//rebrickable.com/img/sets-b/70724-1.jpg
